index,study_id,id,author,year,group,group_id,group_desc,url,country,region,city,time_MAX,time_50,MissingTime50,time_MIN,detailed_time,exp_dur,fu_dur,age_base,age_category,age_SD,days_ps,days_cat,yrs_ps,stroke_type,nihss_base,mmse_base,mMmse_base,fim_base,brunstrom_base,frenchay_base,fac_base,barthel_base,mBarthel_base,motricity_base,BBS_base,BBT_base,gcs_base,MAS_base,sis_base,rivermead_base,ashworth_base,mAshworth_base,rankin_base,bdi_base,cesd_base,ops_base,terminal_dropout,outcome_name,outcome_extremity,ue_subscale,le_subscale,outcomenamecat,SCOAR_outcome,p_outcome_stated,itt_analysis,base_n,base_m,base_sd,difference_score,term_n,term_m,term_sd,diff_base,diff_term,fu_n,fu_m,fu_sd,est_corr,term_diff,term_s_diff,fu_diff,fu_s_diff,term_d,fu_d,j_corr_factor,term_g,MissingTermG,MissingData,fu_g,term_Vd,fu_Vd,term_Vg,termvginv,fu_Vg,chck2,notes
744,207,yang2010,yang,2010,ctrl,470,early intervention general exercise,http://www.ncbi.nlm.nih.gov/pubmed/20382280,Taiwan,taipei,taipei,10,10,Time 50 OK,10,1,28,,56.8,25th Percentile,7.6,109.5,<1year,0.3,0,,,,,,,,,,,,,,,,,,,,,,,0,fma-le,le,,,other,lohse,0,0,4,28,3.4,,4,28.5,2.4,,,4,,,0.5,0.5,2.942787794,,3.4,0.169906917,,0.727272727,0.123568667,Term G OK,All OK,,0.253608545,,0.134140057,7.4548947,,,
446,128,park2011,park,2011,ctrl,285,routine physical therapy,http://www.ncbi.nlm.nih.gov/pubmed/21245205,South korea,daejeon,daejeon,20,20,Time 50 OK,20,1,28,,56.9,25th Percentile,7.79,860.1,>1year,2.356438356,1,,>25,,,,,,,,,,,,,,,,,,,,,1,10mwt,le,,speed,speed,lohse,0,0,13,0.45,0.19,,12,0.5,0.23,,,,,,0.5,0.05,0.210082799,,0.19,0.238001398,,0.936170213,0.22280982,Term G OK,All OK,,0.079101718,,0.069325906,14.42462216,,,
646,178,van deldan2013,van deldan,2013,ctrl,404,coventional therapy,http://www.ncbi.nlm.nih.gov/pubmed/23868279,Netherlands,amsterdam,amsterdam,18,18,Time 50 OK,18,1,42,84,56.9,25th Percentile,,77.7,<90days,0.212876712,0,,>23,,,,,,,,61.9,,,,,collected,,,,,,,,3,arat,ue,arat,,arat,lohse,1,0,19,23.3,15.4,1,16,39.2,,0,1,15,40.7,,0.5,15.9,15.4,17.4,15.4,1.032467532,1.12987013,0.957746479,0.988842144,Term G OK,All OK,1.082129138,0.080683926,0.086226487,0.074009616,13.51175772,0.079093687,,Change scores estimated from Figure 2
236,70,jin2012,jin,2012,exp,154,progressive cycling training with lower limb weights,http://www.ncbi.nlm.nih.gov/pubmed/22376194,China,taixing,taixing,46.8,46.8,Time 50 OK,46.8,1,56,,57,25th Percentile,,555,>1year,1.520547945,1,,,,,,,,,,,47.9,,,,,10.3,,,,,,,0,6minwt,le,,capacity,capacity,lohse,1,0,68,0.588,0.18,,68,0.607,0.18,,,,,,0.5,0.019,0.18,,0.18,0.105555556,,0.988764045,0.104369538,Term G OK,All OK,,0.014787809,,0.014457365,69.16889765,,,
198,60,hornby2008,hornby,2008,exp,128,robot assisted gait training,http://www.ncbi.nlm.nih.gov/pubmed/18467648,USA,IL,chicago,6,6,Time 50 OK,6,3,,,57,25th Percentile,10,1500,>1year,4.109589041,1,,,,,,,,,,,,,,,,,,0.8,,,13,,4,gait speed SSV,le,,speed,speed,lohse,1,0,24,0.45,0.19,,24,0.52,0.21,,,24,0.5,0.21,0.5,0.07,0.200249844,0.05,0.200249844,0.349563319,0.249688085,0.967032967,0.338039253,Term G OK,All OK,0.241456609,0.044212386,0.042965503,0.041345334,24.1865261,0.040179309,,"This study conducted an ""on-protocol"" analysis, continuing to randomize participants as old participants withdrew, until there were 24 in each condition"
199,60,hornby2008,hornby,2008,ctrl,129,"usual care, therapist assisted gait training",http://www.ncbi.nlm.nih.gov/pubmed/18467648,USA,IL,chicago,6,6,Time 50 OK,6,3,,,57,25th Percentile,11,2190,>1year,6,1,,,,,,,,,,,,,,,,,,1,,,9.6,,10,gait speed SSV,le,,speed,speed,lohse,1,0,24,0.43,0.22,,24,0.56,0.28,,,24,0.52,0.25,0.5,0.13,0.251793566,0.09,0.235478237,0.516295956,0.382200925,0.967032967,0.49927521,Term G OK,All OK,0.369600895,0.047220032,0.044709949,0.044157943,22.6459824,0.041810632,,"This study conducted an ""on-protocol"" analysis, continuing to randomize participants as old participants withdrew, until there were 24 in each condition"
55,21,conroy2011,conroy,2011,exp,45,robot assisted therapy without gravity compensation,http://www.ncbi.nlm.nih.gov/pubmed/21849168,USA,MD,baltimore,18,18,Time 50 OK,18,1,42,126,57,25th Percentile,,1095,>1year,3,1,,,,,,,,,,,,,,,73.2,,,,,,,,3,fma-ue,ue,fma,,fma,lohse,1,0,20,20.3,14.7,1,17,23.27,,1,0,17,23.6,,0.5,2.97,14.7,3.3,14.7,0.202040816,0.224489796,0.96,0.193959184,Term G OK,All OK,0.215510204,0.051020512,0.051259892,0.047020504,21.26731776,0.047241116,,
228,66,huseman2007,huseman,2007,ctrl,146,conventional physiotherapy,http://www.ncbi.nlm.nih.gov/pubmed/17204680,Germany,bad aibling,bad aibling,20,20,Time 50 OK,20,1,28,,57,25th Percentile,,89,<90days,0.243835616,1,,,,,,,,,,,,,,,,,,,,,,,0,10mwt,le,,speed,speed,lohse,1,1,14,0.12,0.11,,14,0.2,0.19,,,,,,0.5,0.08,0.155241747,,0.11,0.515325301,,0.941176471,0.485012048,Term G OK,All OK,,0.080912863,,0.071673678,13.9521234,,,
33,13,brokaw2014,brokaw,2014,exp,27,robot-assisted UE therapy,http://www.ncbi.nlm.nih.gov/pubmed/24297763,USA,DC,washington DC,12,12,Time 50 OK,12,1,30,,57,25th Percentile,,1095,>1year,3,0,,,,,,,,,,,,6.1,,,,,,,,,,,0,fma,ue,fma,,fma,lohse,0,0,7,25.75,11.03,,7,28.47,12.3,,,,,,0.5,2.72,11.68227076,,11.03,0.232831447,,0.869565217,0.202462128,Term G OK,All OK,,0.14672932,,0.110948446,9.013195192,,,means and SDs estimated from Figure 4
32,13,brokaw2014,brokaw,2014,ctrl,26,conventional therapy,http://www.ncbi.nlm.nih.gov/pubmed/24297763,USA,DC,washington DC,12,12,Time 50 OK,12,1,30,,57,25th Percentile,,1095,>1year,3,0,,,,,,,,,,,,6.1,,,,,,,,,,,0,fma,ue,fma,,fma,lohse,0,0,5,17.6,4.35,,5,18.39,4.38,,,,,,0.5,0.79,4.365025773,,4.35,0.18098404,,0.8,0.144787232,Term G OK,All OK,,0.203275522,,0.130096334,7.686611677,,,means and SDs estimated from Figure 4
395,114,ng2007,ng,2007,exp,254,placebo stim + task relevant therapy,http://www.ncbi.nlm.nih.gov/pubmed/17901383,China,hong kong,hong kong,20,20,Time 50 OK,20,1,28,56,57.1,50th Percentile,,1715.5,>1year,4.7,0,,,,,,,,,,,,,,,,,,,,,,,2,gait speed 4.6m SSV,le,,speed,speed,lohse,0,0,20,0.49,0.25,,20,0.58,0.3,,,20,0.58,0.29,0.5,0.09,0.276134025,0.09,0.270739727,0.325928686,0.332422585,0.96,0.312891538,Term G OK,All OK,0.319125681,0.052655738,0.052762619,0.048527528,20.6068605,0.04862603,,flow of participants through the study is not clear
494,140,pohl2002,pohl,2002,exp,318,limited progressive treadmill training,http://www.ncbi.nlm.nih.gov/pubmed/11823669,Germany,kreischa,kreischa,12,12,Time 50 OK,12,1,28,,57.1,50th Percentile,,117.6,<1year,0.322191781,1,,<26,,,,,>3,,,,,,,,,,0.1,,,,,,0,10mwt SSV,le,,speed,speed,lohse,0,0,20,0.66,0.39,,20,1.22,0.74,,,20,,,0.5,0.56,0.591481192,,0.39,0.946775668,,0.96,0.908904641,Term G OK,All OK,,0.072409604,,0.066732691,14.98515922,,,
325,95,lin2007,lin,2007,exp,210,mCIMT,http://www.ncbi.nlm.nih.gov/pubmed/18042603,Taiwan,taoyuan,taoyuan,105,75,Time 50 OK,30,1,21,,57.11,50th Percentile,,479.1,>1year,1.31260274,0,,84.7,,104,4.5,,,,,,,,,,,,,0.41,,,,,0,fim,,,,other,lohse,0,0,17,104,13.6,,17,113.6,10.55,,,,,,0.5,9.6,12.17091821,,13.6,0.788765468,,0.952380952,0.751205208,Term G OK,All OK,,0.077122087,,0.069952007,14.2955155,,Yes,
291,86,kwon2012,kwon,2012,exp,190,CPT + VR training,http://www.ncbi.nlm.nih.gov/pubmed/23232161,South korea,seoul,seoul,33.3,33.3,Time 50 OK,33.3,1,28,,57.15,50th Percentile,,24.69,<90days,0.067643836,1,,25.31,,,,,,,,,,,,,,,,,,,,,0,fma-ue,ue,fma,,fma,lohse,0,0,13,60.31,5.41,,13,62.92,3.45,,,,,,0.5,2.61,4.5371026,,5.41,0.575256993,,0.936170213,0.538538462,Term G OK,All OK,,0.089650793,,0.07857127,12.72729841,,,
410,118,olawale2011,olawale,2011,ctrl,262,conventional physiotherapy,http://www.ncbi.nlm.nih.gov/pubmed/21427155,Nigeria,lagos,lagos,36,36,Time 50 OK,36,1,84,,57.2,50th Percentile,5.9,309,<1year,0.846575342,0,,,,,,,,,,,,,,,,,,,,,,,3,10mwt SSV,le,,speed,speed,lohse,1,0,20,26.39,11.9,,20,24.65,10.49,,,,,,0.5,-1.74,11.21717656,,11.9,0.155119249,,0.96,0.148914479,Term G OK,All OK,,0.05060155,,0.046634388,21.44340352,,,sign reversed for time measure
392,114,ng2007,ng,2007,ctrl,251,no treatment,http://www.ncbi.nlm.nih.gov/pubmed/17901383,China,hong kong,hong kong,0,0,Time 50 OK,0,1,28,56,57.3,50th Percentile,,1898,>1year,5.2,0,,,,,,,,,,,,,,,,,,,,,,,1,gait speed 4.6m SSV,le,,speed,speed,lohse,0,0,20,0.63,0.25,,20,0.64,0.24,,,20,0.65,0.24,0.5,0.01,0.245051015,0.02,0.245051015,0.040807829,0.081615659,0.96,0.039175516,Term G OK,All OK,0.078351032,0.050041632,0.050166528,0.046118368,21.6833345,0.046233472,,flow of participants through the study is not clear
761,213,yen2008,yen,2008,exp,485,conventional therapy + BWSTT,http://www.ncbi.nlm.nih.gov/pubmed/17507641,Taiwan,taipei,taipei,14.1,14.1,Time 50 OK,14.1,1,28,,57.3,50th Percentile,16.44,719.05,>1year,1.97,1,,,,,4,,,,,,,,,,,,,,,,,,0,bbs,,,balance,balance,lohse,0,0,7,50.29,3.25,,7,52.43,2.88,,,,,,0.5,2.14,3.070578121,,3.25,0.696937161,,0.869565217,0.606032314,Term G OK,All OK,,0.177551529,,0.134254464,7.448541897,,,
660,182,varoqui2011,varoqui,2011,exp,414,balance practice with feedback (group a),http://www.ncbi.nlm.nih.gov/pubmed/21628724,France,montpellier,montpellier,3,3,Time 50 OK,3,1,28,,57.49,50th Percentile,,58.5,<90days,0.160273973,1,,,,54.43,,,2.5,,,,,,,,,,,1.44,,,,,0,pass,,,,other,lohse,0,0,8,26.5,5.58,,8,33,2.78,,,,,,0.5,6.5,4.408219595,,5.58,1.474518195,,0.888888889,1.31068284,Term G OK,All OK,,0.260887744,,0.206133526,4.851224444,,,
745,207,yang2010,yang,2010,ctrl,471,late intervention general exercise,http://www.ncbi.nlm.nih.gov/pubmed/20382280,Taiwan,taipei,taipei,10,10,Time 50 OK,10,1,28,,57.5,50th Percentile,7.4,766.5,>1year,2.1,0,,,,,,,,,,,,,,,,,,,,,,,0,fma-le,le,,,other,lohse,0,0,4,25.8,2.8,,4,25.5,3.4,,,4,,,0.5,-0.3,3.1144823,,2.8,-0.096324195,,0.727272727,-0.07005396,Term G OK,All OK,,0.251159794,,0.13284485,7.527578224,,,
238,71,jin2013,jin,2013,exp,156,progressive cycling intervention,http://www.ncbi.nlm.nih.gov/pubmed/23535796,China,nanjing,nanjing,40.2,40.2,Time 50 OK,40.2,1,84,,57.6,50th Percentile,,561,>1year,1.536986301,1,,,,,,,,,,,,,,,,,,,,,,,0,6minwt,le,,capacity,capacity,lohse,1,0,65,0.59,0.178,,65,0.609,0.179,,,,,,0.5,0.019,0.1785007,,0.178,0.106442159,,0.988235294,0.105189899,Term G OK,All OK,,0.015471769,,0.015109869,66.18191064,,,
713,195,whitall2011,whitall,2011,ctrl,443,dose-matched therapeutic exercise,http://www.ncbi.nlm.nih.gov/pubmed/20930212,USA,MD,baltimore,18,18,Time 50 OK,18,1,42,162,57.7,50th Percentile,9.9,1496.5,>1year,4.1,0,,,,,,,,,,,,,,,55.9,,,,,,,,6,fma-ue,ue,fma,,fma,lohse,1,1,56,31,14.85,1,50,32.9,,0,1,39,31.9,,0.5,1.9,14.85,0.9,14.85,0.127946128,0.060606061,0.98630137,0.126193441,Term G OK,All OK,0.059775841,0.018003305,0.017889938,0.017513443,57.09899533,0.01740316,,"the authors specify ITT, but the numbers in the tables do not reflect this"
152,46,fuzaro2011,fuzaro,2011,exp,100,modified forced use therapy,http://www.ncbi.nlm.nih.gov/pubmed/22378476,Brasil,sao paulo,sao paulo,23,11.5,Time 50 OK,0,1,28,90,57.8,50th Percentile,15.65,924.9,>1year,2.533972603,1,,,,,,,,,,,45,,,,48.61,,,,,,,,12,SIS,,,,other,lohse,0,0,18,48.61,7.31,,18,54.44,8.41,,,18,53.78,9.42,0.5,5.83,7.879219504,5.17,8.431266216,0.739921003,0.61319378,0.955223881,0.706790212,Term G OK,All OK,0.585737342,0.070763419,0.066000184,0.06456827,15.48748325,0.060222043,Yes,
437,124,page2008,page,2008,ctrl,277,standard care,http://www.ncbi.nlm.nih.gov/pubmed/18174447,USA,OH,cincinnati,15,15,Time 50 OK,15,1,70,,57.9,50th Percentile,8.4,1194,>1year,3.271232877,0,,,>69,,,,,,,,,,,,,,,<3,,,,,0,arat,ue,arat,,arat,lohse,1,0,12,26.17,9.02,,12,29.17,10,,,,,,0.5,3,9.522615187,,9.02,0.315039508,,0.930232558,0.293060007,Term G OK,All OK,,0.087468745,,0.075689558,13.21186206,,Yes,
436,124,page2008,page,2008,ctrl,276,no therapy,http://www.ncbi.nlm.nih.gov/pubmed/18174447,USA,OH,cincinnati,0,0,Time 50 OK,0,1,70,,57.9,50th Percentile,8.4,1194,>1year,3.271232877,0,,,>69,,,,,,,,,,,,,,,<3,,,,,0,arat,ue,arat,,arat,lohse,1,0,10,24.3,14.85,,10,25.2,16.75,,,,,,0.5,0.9,15.82853436,,14.85,0.056859339,,0.914285714,0.051985681,Term G OK,All OK,,0.100161649,,0.083726962,11.94358396,,Yes,
438,124,page2008,page,2008,exp,278,mCIMT,http://www.ncbi.nlm.nih.gov/pubmed/18174447,USA,OH,cincinnati,265,135,Time 50 OK,15,1,70,,57.9,50th Percentile,8.4,1194,>1year,3.271232877,0,,,>69,,,,,,,,,,,,,,,<3,,,,,0,arat,ue,arat,,arat,lohse,1,0,13,27.71,7.41,,13,40.54,8.18,,,,,,0.5,12.83,7.804501906,,7.41,1.643922976,,0.936170213,1.538991722,Term G OK,All OK,,0.180864721,,0.158512494,6.308650976,,Yes,
290,86,kwon2012,kwon,2012,ctrl,189,CPT,http://www.ncbi.nlm.nih.gov/pubmed/23232161,South korea,seoul,seoul,23.3,23.3,Time 50 OK,23.3,1,28,,57.92,50th Percentile,,23.92,<90days,0.065534247,1,,24.38,,,,,,,,,,,,,,,,,,,,,0,fma-ue,ue,fma,,fma,lohse,0,0,13,56.38,10.83,,13,61.85,4.54,,,,,,0.5,5.47,8.303628725,,10.83,0.658748143,,0.936170213,0.616700389,Term G OK,All OK,,0.093613428,,0.082044181,12.18855485,,,
604,167,sullivan2007,sullivan,2007,exp,380,BWSTT with cycling,http://www.ncbi.nlm.nih.gov/pubmed/17895349,USA,CA,los angeles,24,24,Time 50 OK,24,1,42,222,58.2,50th Percentile,15.2,693,>1year,1.898630137,1,,,,,,,,,,,45.2,,,,,,,,,,,,2,10mwt SSV,le,,speed,speed,lohse,1,1,20,0.54,0.28,,18,0.63,0.33,,,16,0.64,0.32,0.5,0.09,0.304635483,0.1,0.298308959,0.295435052,0.335222918,0.96,0.28361765,Term G OK,All OK,0.321814002,0.052182047,0.05280936,0.048090974,20.79392278,0.048669106,,
493,140,pohl2002,pohl,2002,exp,317,structured speed dependent treadmill training,http://www.ncbi.nlm.nih.gov/pubmed/11823669,Germany,kreischa,kreischa,12,12,Time 50 OK,12,1,28,,58.2,50th Percentile,,113.4,<1year,0.310684932,1,,<26,,,,,>3,,,,,,,,,,0.3,,,,,,0,10mwt SSV,le,,speed,speed,lohse,0,0,20,0.61,0.32,,20,1.63,0.8,,,20,,,0.5,1.02,0.609261848,,0.32,1.674157019,,0.96,1.607190738,Term G OK,All OK,,0.120070043,,0.110656552,9.036970536,,,
515,145,ribeiro2013,ribeiro,2013,exp,330,"PNF therapy, no other gait therapies given",http://www.ncbi.nlm.nih.gov/pubmed/23172402,Brasil,natal,natal,6,6,Time 50 OK,6,1,28,,58.33,50th Percentile,8.94,593.1,>1year,1.624931507,1,6.44,,,68,,,3.22,,,,,,,,,,,1.33,,,,,2,STREAM,,,,other,lohse,0,0,9,66.2,17.8,,9,74.6,18.2,,,9,,,0.5,8.4,18.00111108,,17.8,0.466637863,,0.903225806,0.42147936,Term G OK,All OK,,0.123208383,,0.100515476,9.948716753,,,
394,114,ng2007,ng,2007,exp,253,functional electrical stim + task relevant training,http://www.ncbi.nlm.nih.gov/pubmed/17901383,China,hong kong,hong kong,20,20,Time 50 OK,20,1,28,56,58.4,50th Percentile,,1825,>1year,5,0,,,,,,,,,,,,,,,,,,,,,,,1,gait speed 4.6m SSV,le,,speed,speed,lohse,0,0,21,0.51,0.28,,21,0.68,0.34,,,21,0.72,0.34,0.5,0.17,0.31144823,0.21,0.31144823,0.545837104,0.674269364,0.962025316,0.525109113,Term G OK,All OK,0.648664198,0.054712813,0.05844379,0.05063631,19.74867442,0.054089301,,flow of participants through the study is not clear
731,203,wu2012,wu,2012,ctrl,461,usual and customary care,http://www.ncbi.nlm.nih.gov/pubmed/22228607,Taiwan,taipei,taipei,30,30,Time 50 OK,30,1,21,,58.6,50th Percentile,,531,>1year,1.454794521,0,,26.1,,,,,,,,,,,,,,,,,,,,,0,arat,ue,arat,,arat,lohse,0,0,18,30.1,19.8,,18,33.9,20.3,,,,,,0.5,3.8,20.05155854,,19.8,0.189511453,,0.955223881,0.181025866,Term G OK,All OK,,0.056553183,,0.051602102,19.37905553,,,
38,15,burgar2011,burgar,2011,exp,32,robot hi,http://www.ncbi.nlm.nih.gov/pubmed/21674393,USA,TX,temple,15.8,15.8,Time 50 OK,15.8,1,21,180,58.6,50th Percentile,,16.6,<90days,0.045479452,1,,>22,,27.9,,,,,,,,,,,,,,0.31,,,,,7,fma,ue,fma,,fma,lohse,1,0,17,19,15.25549081,1,17,33.4,,1,0,11,42.6,,0.5,14.4,15.25549081,23.6,15.25549081,0.943922433,1.546983987,0.952380952,0.898973745,Term G OK,All OK,1.473318083,0.085029105,0.129210572,0.077123904,12.9661486,0.117197798,Yes,
706,194,westlake2009,westlake,2009,exp,442,gait training with lokomat,http://www.ncbi.nlm.nih.gov/pubmed/19523207,USA,CA,san francisco,6,6,Time 50 OK,6,3,28,,58.6,50th Percentile,16.9,1314,>1year,3.6,0,,,,,,,,,,,,,,,,,,,,,,,0,gait speed 4.3m SSV,le,,speed,speed,lohse,1,0,8,0.62,0.31,,8,0.72,0.38,,,,,,0.5,0.1,0.346770818,,0.31,0.2883749,,0.888888889,0.256333245,Term G OK,All OK,,0.130197505,,0.102872103,9.720808371,,,
435,123,page2005,page,2005,exp,275,modified CIMT,http://www.ncbi.nlm.nih.gov/pubmed/15673841,USA,OH,cincinnati,265,140,Time 50 OK,15,1,70,,58.6,50th Percentile,,4,<90days,0.010958904,1,,,>70,,,,,,,,,,,,,,,<3,,,,,0,fma-ue,ue,fma,,fma,lohse,1,0,5,33.9,2.13,,5,52.6,3,,,,,,0.5,18.7,2.601624493,,2.13,7.18781671,,0.8,5.750253368,Term G OK,All OK,,5.366470905,,3.434541379,0.291159689,,,"Outlying effect-size, reject from analysis"
354,106,michielsen2011,michielsen,2011,ctrl,233,homebased upper extermity therapy,http://www.ncbi.nlm.nih.gov/pubmed/21051765,Netherlands,rotterdam,rotterdam,36,36,Time 50 OK,36,1,42,180,58.7,50th Percentile,,1642.5,>1year,4.5,1,,,,,4,,,,,,,,,,,,,,,,,,1,fma-ue,ue,fma,,fma,lohse,1,1,20,36.4,14.7,,20,36.6,14.2,,,20,36.3,16.2,0.5,0.2,14.45216247,-0.1,15.46819317,0.013838759,-0.006464879,0.96,0.013285209,Term G OK,All OK,-0.006206284,0.050004788,0.050001045,0.046084412,21.69931126,0.046080963,,"the authors state an intention to treat principle, but this is not clear from the flowchart and tables. No sample size is reported in the tables for the different timepoints, so it is assumed that all observations were in fact, carried forward."
324,95,lin2007,lin,2007,ctrl,209,standard care,http://www.ncbi.nlm.nih.gov/pubmed/18042603,Taiwan,taoyuan,taoyuan,30,30,Time 50 OK,30,1,21,,58.77,50th Percentile,,498.3,>1year,1.365205479,0,,86.5,,102,4.5,,,,,,,,,,,,,0.32,,,,,2,fim,,,,other,lohse,0,0,15,102,17.8,,15,105.67,15.85,,,,,,0.5,3.67,16.85322669,,17.8,0.217762454,,0.945454545,0.205884502,Term G OK,All OK,,0.06824735,,0.061005234,16.39203613,,Yes,
485,137,piron2010,piron,2010,exp,309,training in a virtual environment with reinforcement ,http://www.ncbi.nlm.nih.gov/pubmed/20581337,Italy,venice,venice,20,20,Time 50 OK,20,1,28,,58.8,50th Percentile,,462,>1year,1.265753425,1,,,,113,,,,,,,,,,,,,,,,,,,0,fma-ue,ue,fma,,fma,lohse,1,1,27,42.4,11.3,,27,49.7,10.1,,,,,,0.5,7.3,10.71680923,,11.3,0.681172898,,0.970873786,0.661332911,Term G OK,All OK,,0.045629565,,0.043010241,23.2502766,,,
323,94,lee2012,lee,2012,exp,208,standard care + mirror box training,http://www.ncbi.nlm.nih.gov/pubmed/22469877,South korea,seoul,seoul,28.4,28.4,Time 50 OK,28.4,1,28,,58.8,50th Percentile,,105,<1year,0.287671233,0,,25.2,,,,,,,,,,,,,,,,,,,,,1,fma-shoulder/elbow,ue,fma,,fma,lohse,0,0,13,14.5,5.3,,13,24,4.8,,,,,,0.5,9.5,5.056184332,,5.3,1.878887196,,0.936170213,1.758958226,Term G OK,All OK,,0.212700657,,0.186413976,5.364404652,,,
22,9,boake2007,boake,2007,ctrl,18,conventional therapy,http://www.ncbi.nlm.nih.gov/pubmed/17172550,USA,TX,houston,36,36,Time 50 OK,36,1,14,90,58.9,50th Percentile,,14,<90days,0.038356164,1,5.3,,,,,,,,,,,,,,,,,,,,,,4,fma-ue,ue,fma,,fma,lohse,1,0,11,36.71,14.22,,9,46.71,14.88,0,0,7,50.14,10.88,0.5,10,14.51703827,13.43,13.06792447,0.688845742,1.027707195,0.923076923,0.635857608,Term G OK,All OK,0.948652795,0.112477657,0.138917367,0.09583895,10.43417108,0.118367461,Yes,
699,192,werner1996,werner,1996,exp,437,intensive outpatient therapy,http://www.ncbi.nlm.nih.gov/pubmed/8630191,USA,MI,ann arbor,96,96,Time 50 OK,96,1,84,270,59,50th Percentile,,1058.5,>1year,2.9,0,,,,75,,,,,,,,,,,,,,,,10,,,5,fim,,,,other,lohse,0,0,33,75,14,1,33,81.6,,0,1,33,82.3,,0.5,6.6,14,7.3,14,0.471428571,0.521428571,0.976377953,0.460292463,Term G OK,All OK,0.509111361,0.033670377,0.034422542,0.032098439,31.15416298,0.032815488,,
650,179,van der lee1999,van der lee,1999,exp,408,forced use therapy,http://www.ncbi.nlm.nih.gov/pubmed/10548673,Netherlands,amsterdam,amsterdam,60,60,Time 50 OK,60,1,14,365,59,50th Percentile,,1241,>1year,3.4,1,,>21,,,,,,,,,,,,,,,,,,,,,0,arat,ue,arat,,arat,lohse,1,1,31,33.4,10.6,,31,39.2,13.1,,,29,38.5,13.6,0.5,5.8,11.91574589,5.1,12.14118099,0.486750897,0.420057983,0.974789916,0.474479866,Term G OK,All OK,0.409468286,0.036079459,0.035104011,0.034283257,29.16875722,0.033356372,,
563,155,schauer2003,schauer,2003,exp,352,musical motor therapy,http://www.ncbi.nlm.nih.gov/pubmed/14606736,Germany,berlin,berlin,16.25,16.25,Time 50 OK,16.25,1,21,,59,50th Percentile,,53,<90days,0.145205479,0,,,,,,,,,,,,,,,,,,,,,,,0,gait speed,le,,speed,speed,lohse,0,0,11,0.64,0.3,,11,0.81,0.29,,,,,,0.5,0.17,0.29504237,,0.3,0.57618843,,0.923076923,0.531866244,Term G OK,All OK,,0.105999687,,0.09031926,11.07183562,,,
696,191,wang2005,wang,2005,exp,434,orthopaedic treatment programme severe group,http://www.ncbi.nlm.nih.gov/pubmed/15759530,Taiwan,taipei,taipei,13.3,13.3,Time 50 OK,13.3,1,28,,59.3,50th Percentile,,20.7,<90days,0.056712329,0,,,,,2 to 3,,,,,,10.67,,,11.33,14.17,,,,,,,,0,stroke impairment assessment set,,,,other,lohse,1,0,11,1,1.86,,11,4,2.63,,,,,,0.5,3,2.277773035,,1.86,1.317075913,,0.923076923,1.215762381,Term G OK,All OK,,0.169758589,,0.144646372,6.913412249,,,
447,128,park2011,park,2011,exp,286,routine PT + community ambulation training,http://www.ncbi.nlm.nih.gov/pubmed/21245205,South korea,daejeon,daejeon,32,32,Time 50 OK,32,1,28,,59.4,50th Percentile,8.46,843,>1year,2.309589041,1,,>25,,,,,,,,,,,,,,,,,,,,,1,10mwt,le,,speed,speed,lohse,0,0,14,0.51,0.18,,13,0.72,0.24,,,,,,0.5,0.21,0.21094075,,0.18,0.995540217,,0.941176471,0.936979028,Term G OK,All OK,,0.106825012,,0.094627,10.56780834,,,
194,59,hidler2009,hidler,2009,exp,126,lokomat gait training,http://www.ncbi.nlm.nih.gov/pubmed/19109447,USA,DC,washington DC,24,24,Time 50 OK,24,3,63,153,59.5,50th Percentile,9.4,110.9,<1year,0.303835616,1,,26.7,,,,,,,,,,,,,,,,,,,8.2,,5,gait speed SSV,le,,speed,speed,lohse,1,0,33,0.34,0.172,1,33,0.46,,1,0,33,0.49,,0.5,0.12,0.172,0.15,0.172,0.697674419,0.872093023,0.976377953,0.681193921,Term G OK,All OK,0.851492401,0.037678024,0.041826458,0.035918984,27.84043112,0.039873744,,
241,72,johannsen2010,johannsen,2010,exp,159,bilateral leg training with auditory cuing,http://www.ncbi.nlm.nih.gov/pubmed/19822721,UK,birmingham,birmingham,7.5,7.5,Time 50 OK,7.5,1,42,90,59.5,50th Percentile,13.4,1532,>1year,4.197260274,1,,,,,,,,,,,,,,,,,,,,,,,1,fma-le,le,,,other,lohse,1,0,11,25.39,3.33,1,11,28.19,,1,0,11,25.59,,0.5,2.8,3.33,0.2,3.33,0.840840841,0.06006006,0.923076923,0.776160776,Term G OK,All OK,0.055440055,0.12304606,0.091073055,0.10484398,9.537982057,0.07760071,,change means and standard deviations calculated from figures
654,180,van nes2006,van nes,2006,exp,410,balance vibration trianing + CPT,http://www.ncbi.nlm.nih.gov/pubmed/16902175,Netherlands,nijmegen,nijmegen,220.7,220.7,Time 50 OK,220.7,1,42,84,59.7,50th Percentile,,38.9,<90days,0.106575342,1,,,,,,,1,10.3,,47.4,23.9,,,,,5.3,,,,,,,0,bbs,le,,balance,balance,lohse,1,1,27,23.9,14.8,,27,40.6,12.8,,,27,44.3,10.9,0.5,16.7,13.83618445,20.4,12.99711506,1.206980152,1.569579087,0.970873786,1.17182539,Term G OK,All OK,1.523863192,0.064014835,0.082658861,0.060340122,16.57272088,0.077913905,,
